comparision_id,reporting_date,metric_id,current_value,prior_period_value,prior_year_value,mom_change_per,yoy_change_per,narrative_status
1017,30-09-2023,5,115.83,118.81,102.15,-2.51,13.39,Strong Growth
1018,30-06-2023,3,73358327.72,72364928.9,85388876.09,1.37,-14.09,Major Decline
1019,31-03-2023,3,69959107.16,69665756.07,74134645.25,0.42,-5.63,Minor Decline
1020,31-12-2024,5,108.43,111.77,109.53,-2.99,-1,Stable
1021,30-06-2025,4,1.57,1.61,1.47,-2.48,6.8,Minor Growth
1022,30-09-2024,2,-171.16,-177.98,-195.58,-3.83,-12.49,Major Decline
1023,31-03-2025,4,2.49,2.6,2.54,-4.23,-1.97,Stable
1024,31-03-2023,1,3044288.72,2909137.2,2724610.76,4.65,11.73,Strong Growth
1025,31-03-2023,2,-157.39,-164.21,-160.38,-4.15,-1.86,Stable
1026,30-09-2024,1,1403657.99,1353431.41,1322792.41,3.71,6.11,Minor Growth
1027,30-06-2025,5,123.88,123.03,129.13,0.69,-4.07,Minor Decline
1028,31-12-2023,1,3002590.37,3108021.58,3036234.94,-3.39,-1.11,Stable
1029,30-09-2024,2,299.22,293.63,344.44,1.9,-13.13,Major Decline
1030,30-09-2023,1,3902669.6,4065001.06,4035045.85,-3.99,-3.28,Minor Decline
1031,30-06-2023,3,89312512.63,92762441.67,95233867.24,-3.72,-6.22,Minor Decline
1032,30-09-2024,1,1781048.91,1717485.49,1991389.51,3.7,-10.56,Major Decline
1033,30-09-2023,1,3143140.93,3215385.86,3136312.19,-2.25,0.22,Stable
1034,31-12-2024,1,1669456.32,1627534.85,1600731.43,2.58,4.29,Minor Growth
1035,30-06-2023,3,52171312.1,49936335.52,46669363.95,4.48,11.79,Strong Growth
1036,30-09-2024,3,64888885.35,66268053.34,64904895.22,-2.08,-0.02,Stable
1037,30-09-2023,2,71.47,73,65.65,-2.1,8.87,Minor Growth
1038,30-09-2024,2,-252.9,-255.51,-248.74,-1.02,1.67,Stable
1039,31-12-2023,1,4198727.92,4048208.53,4547414.04,3.72,-7.67,Minor Decline
1040,30-09-2023,4,1.74,1.76,1.78,-1.14,-2.25,Minor Decline
1041,31-03-2025,4,2.35,2.47,2.23,-4.86,5.38,Minor Growth
1042,31-03-2025,4,1.72,1.66,1.82,3.61,-5.49,Minor Decline
1043,30-06-2025,2,22.53,22.92,23.05,-1.7,-2.26,Minor Decline
1044,31-03-2023,2,13.34,13.02,15.05,2.46,-11.36,Major Decline
1045,31-12-2023,3,67611348.14,66680244.8,65856918.99,1.4,2.66,Minor Growth
1046,30-06-2023,5,120.62,116.1,137.35,3.89,-12.18,Major Decline
1047,31-03-2024,1,3855366.62,3940478.53,3877015.66,-2.16,-0.56,Stable
1048,31-03-2025,3,81388688,84335276.37,85315157.37,-3.49,-4.6,Minor Decline
1049,30-06-2023,4,2.48,2.57,2.83,-3.5,-12.37,Major Decline
1050,31-12-2023,3,91839914.57,92481409.6,87264010.14,-0.69,5.24,Minor Growth
1051,31-12-2024,3,65286721.13,67316774.59,71449794.32,-3.02,-8.63,Minor Decline
1052,31-03-2025,5,108.91,111.74,118.85,-2.53,-8.36,Minor Decline
1053,31-03-2024,5,121.27,120.87,129.15,0.33,-6.1,Minor Decline
1054,31-12-2023,1,2380224.2,2276028.05,2629614.34,4.58,-9.48,Minor Decline
1055,30-09-2024,1,4547016.59,4441832.26,4397349.54,2.37,3.4,Minor Growth
1056,31-03-2024,2,74.46,75.04,75.85,-0.77,-1.83,Stable
1057,31-03-2025,2,177.65,172.29,173.94,3.11,2.13,Minor Growth
1058,31-03-2024,4,2.27,2.2,2.39,3.18,-5.02,Minor Decline
1059,30-06-2023,4,2.12,2.13,2.41,-0.47,-12.03,Major Decline
1060,31-12-2024,2,89.08,88.31,101.14,0.87,-11.92,Major Decline
1061,30-09-2023,3,53540643.01,54915539.54,48672222.01,-2.5,10,Strong Growth
1062,31-03-2023,5,106.27,106.69,117.59,-0.39,-9.63,Minor Decline
1063,30-06-2023,3,62677653.79,61030300.14,56712551.15,2.7,10.52,Strong Growth
1064,30-06-2024,5,116.61,112.52,105.33,3.63,10.71,Strong Growth
1065,30-06-2024,1,1886076.24,1859115.79,1740727.99,1.45,8.35,Minor Growth
1066,30-06-2024,3,78052712.91,75736843.07,75148271.82,3.06,3.86,Minor Growth
1067,30-09-2024,4,1.78,1.75,1.73,1.71,2.89,Minor Growth
1068,30-06-2025,3,81247527.34,84674117.53,91523755.6,-4.05,-11.23,Major Decline
1069,31-03-2025,5,121.29,122.13,132.62,-0.69,-8.54,Minor Decline
1070,30-06-2023,2,-244.39,-250.33,-260.39,-2.37,-6.14,Minor Decline
1071,31-03-2025,2,289.78,280.4,331.73,3.35,-12.65,Major Decline
1072,31-03-2025,3,87422492.37,86867148.91,95175210.72,0.64,-8.15,Minor Decline
1073,31-12-2024,1,3986308.62,4182826.74,3727405.95,-4.7,6.95,Minor Growth
1074,31-12-2023,2,237.17,228.43,219.26,3.83,8.17,Minor Growth
1075,30-06-2023,2,260.84,255.54,247,2.07,5.6,Minor Growth
1076,31-12-2023,1,1104775.12,1141982.28,1018762.43,-3.26,8.44,Minor Growth
1077,30-06-2025,3,99875136.73,97725831.26,97539180.88,2.2,2.39,Minor Growth
1078,31-03-2023,4,1.68,1.61,1.61,4.35,4.35,Minor Growth
1079,30-09-2024,5,114.78,110.78,101.04,3.61,13.6,Strong Growth
1080,31-03-2024,5,112.42,112.24,127.1,0.16,-11.55,Major Decline
1081,31-03-2023,2,275.91,286.79,244.45,-3.79,12.87,Strong Growth
1082,30-09-2024,1,1764142.97,1694861.27,1789750.95,4.09,-1.43,Stable
1083,31-12-2023,5,116.84,122.53,120.66,-4.64,-3.17,Minor Decline
1084,31-03-2025,5,114.87,120.8,109.58,-4.91,4.83,Minor Growth
1085,31-12-2024,1,4355581.5,4572894.59,4365356.93,-4.75,-0.22,Stable
1086,30-09-2023,3,51686568.15,49826572.5,57541745.58,3.73,-10.18,Major Decline
1087,31-03-2024,3,52926237.34,51098456.29,53822253.42,3.58,-1.66,Stable
1088,31-12-2024,3,54770450.32,53972100.64,51588479.12,1.48,6.17,Minor Growth
1089,31-03-2025,2,41,41.7,41.95,-1.68,-2.26,Minor Decline
1090,30-06-2024,5,124.1,123.68,128.05,0.34,-3.08,Minor Decline
1091,30-06-2023,2,124.92,130.45,133.31,-4.24,-6.29,Minor Decline
1092,31-12-2023,4,1.73,1.7,1.68,1.76,2.98,Minor Growth
1093,30-06-2025,5,120.19,121.08,133.22,-0.74,-9.78,Minor Decline
1094,31-03-2023,4,1.68,1.62,1.93,3.7,-12.95,Major Decline
1095,30-06-2024,2,56.47,58.03,61.76,-2.69,-8.57,Minor Decline
1096,31-03-2025,4,1.6,1.53,1.84,4.58,-13.04,Major Decline
1097,31-12-2023,3,57387574.39,58171918.4,58158803.75,-1.35,-1.33,Stable
1098,30-09-2023,4,2.45,2.51,2.3,-2.39,6.52,Minor Growth
1099,31-03-2024,3,82819431.84,82674794.05,89070564.36,0.17,-7.02,Minor Decline
1100,31-03-2025,5,108.13,111.74,113.37,-3.23,-4.62,Minor Decline
1101,31-12-2023,1,1548490.78,1474952.51,1574077.65,4.99,-1.63,Stable
1102,31-12-2024,4,2.04,2.02,2.24,0.99,-8.93,Minor Decline
1103,30-09-2024,2,-10.95,-11.45,-9.6,-4.37,14.06,Strong Growth
1104,30-06-2023,1,2891302.89,3034003.55,2807847.42,-4.7,2.97,Minor Growth
1105,31-03-2025,5,107,103.98,94.19,2.9,13.6,Strong Growth
1106,30-09-2024,4,2.42,2.44,2.27,-0.82,6.61,Minor Growth
1107,31-12-2024,2,-206.52,-215.67,-188.38,-4.24,9.63,Minor Growth
1108,31-03-2025,2,117.1,112.52,104.15,4.07,12.43,Strong Growth
1109,30-09-2024,2,-91.63,-93.32,-93.26,-1.81,-1.75,Stable
1110,30-06-2025,5,118.31,124.47,117.09,-4.95,1.04,Stable
1111,31-12-2023,1,1078923.6,1084271.87,1233501.57,-0.49,-12.53,Major Decline
1112,31-12-2023,2,37.33,38.04,37.57,-1.87,-0.64,Stable
1113,31-12-2023,4,2.46,2.5,2.31,-1.6,6.49,Minor Growth
1114,31-12-2023,5,118.67,114.45,124.87,3.69,-4.97,Minor Decline
1115,30-09-2023,3,52803859.07,50430447.52,55078192.19,4.71,-4.13,Minor Decline
1116,30-06-2025,1,1774960.81,1704382.11,1956562.72,4.14,-9.28,Minor Decline
1117,31-03-2023,1,3115023.72,3037417.38,2913130.72,2.56,6.93,Minor Growth
1118,31-12-2024,2,-282.32,-290.98,-252.85,-2.98,11.66,Strong Growth
1119,30-09-2023,5,116.06,113.93,119.56,1.87,-2.93,Minor Decline
1120,31-03-2025,4,2.25,2.3,2.45,-2.17,-8.16,Minor Decline
1121,31-03-2024,2,298.27,308.84,260.63,-3.42,14.44,Strong Growth
1122,30-09-2024,1,4706040,4607135.97,4593087.12,2.15,2.46,Minor Growth
1123,31-03-2023,3,50226474.58,49556051.17,46431902.18,1.35,8.17,Minor Growth
1124,30-06-2025,5,119.66,123.72,118.08,-3.28,1.34,Stable
1125,30-09-2023,1,3200791.96,3152594.34,2911707.44,1.53,9.93,Minor Growth
1126,31-03-2023,5,118.96,123.39,139.02,-3.59,-14.43,Major Decline
1127,30-06-2024,5,107.73,112.92,109.81,-4.6,-1.89,Stable
1128,31-03-2023,4,1.78,1.87,2.04,-4.81,-12.75,Major Decline
1129,31-03-2023,2,-61.47,-58.88,-53.52,4.4,14.85,Strong Growth
1130,30-06-2024,5,106,102.61,106.63,3.3,-0.59,Stable
1131,31-12-2024,5,117.42,117.35,104.16,0.06,12.73,Strong Growth
1132,31-03-2023,5,114.57,118.5,105.7,-3.32,8.39,Minor Growth
1133,30-06-2024,4,2.01,2.09,2.03,-3.83,-0.99,Stable
1134,31-12-2024,2,112.44,114.78,100.07,-2.04,12.36,Strong Growth
1135,31-03-2025,1,4399832.74,4370161.56,5078810.71,0.68,-13.37,Major Decline
1136,31-12-2023,1,3333057.64,3361426.47,3123119.66,-0.84,6.72,Minor Growth
1137,31-12-2023,2,-139.78,-138.32,-137.53,1.06,1.64,Stable
1138,30-09-2023,4,2.03,2.11,2.04,-3.79,-0.49,Stable
1139,31-03-2025,4,2.05,1.97,2.07,4.06,-0.97,Stable
1140,30-09-2024,2,83.92,83.34,92.36,0.7,-9.14,Minor Decline
1141,30-06-2025,1,1737637.05,1697010.93,1725696.64,2.39,0.69,Stable
1142,31-12-2023,2,237.62,228.3,253.02,4.08,-6.09,Minor Decline
1143,31-03-2025,3,55076344.24,55948693.06,63298021.36,-1.56,-12.99,Major Decline
1144,30-06-2024,1,4125019.02,4276323.19,3716541.9,-3.54,10.99,Strong Growth
1145,31-03-2025,3,70766360.18,72368573,70734131.75,-2.21,0.05,Stable
1146,31-12-2023,3,80273503.78,78687606.84,84369235.04,2.02,-4.85,Minor Decline
1147,31-03-2023,5,124.66,125.64,113.29,-0.78,10.04,Strong Growth
1148,31-12-2024,2,-279.08,-271.53,-274.85,2.78,1.54,Stable
1149,31-03-2024,5,117.79,119.31,116.23,-1.27,1.34,Stable
1150,30-06-2023,4,2.43,2.46,2.76,-1.22,-11.96,Major Decline
1151,31-03-2023,4,2.22,2.22,2.27,0,-2.2,Minor Decline
1152,30-06-2024,1,4111273.12,4085868.49,3955375.14,0.62,3.94,Minor Growth
1153,30-06-2025,2,255.65,267.46,275.27,-4.42,-7.13,Minor Decline
1154,31-03-2023,3,94911072.97,92211776.5,104691388.1,2.93,-9.34,Minor Decline
1155,30-09-2024,5,108.38,104.97,106.69,3.25,1.58,Stable
1156,30-09-2023,2,216.2,207.53,248.26,4.18,-12.91,Major Decline
1157,31-12-2023,3,98488914.67,96402064.58,89507735.51,2.16,10.03,Strong Growth
1158,31-03-2025,2,78.2,79.75,75.93,-1.94,2.99,Minor Growth
1159,30-06-2025,3,75793519.7,72654310.57,74562558.21,4.32,1.65,Stable
1160,31-03-2024,1,1111578.63,1091270.61,1284821.13,1.86,-13.48,Major Decline
1161,30-06-2024,2,266.4,266.76,233.6,-0.13,14.04,Strong Growth
1162,31-03-2024,3,51293233.88,51125287.74,55883393.5,0.33,-8.21,Minor Decline
1163,30-09-2024,3,82037068.63,82051753.31,80441318.65,-0.02,1.98,Stable
1164,31-03-2025,1,2438562.38,2553055.57,2765346.15,-4.48,-11.82,Major Decline
1165,30-09-2023,4,2.36,2.31,2.18,2.16,8.26,Minor Growth
1166,30-09-2024,4,1.62,1.7,1.89,-4.71,-14.29,Major Decline
1167,31-03-2024,4,2.02,2.02,2.29,0,-11.79,Major Decline
1168,30-09-2024,4,1.85,1.84,1.76,0.54,5.11,Minor Growth
1169,30-09-2023,1,4239994.12,4180881.15,4935954.07,1.41,-14.1,Major Decline
1170,30-06-2024,1,3344364.67,3488101.9,3280483.69,-4.12,1.95,Stable
1171,30-09-2024,2,-74.41,-76.03,-74.82,-2.13,-0.55,Stable
1172,30-06-2025,4,1.88,1.82,2.05,3.3,-8.29,Minor Decline
1173,30-09-2023,1,1546835.88,1496409.98,1675837.35,3.37,-7.7,Minor Decline
1174,31-03-2024,4,1.53,1.55,1.4,-1.29,9.29,Minor Growth
1175,31-03-2023,1,2727480.56,2735664.19,3156224.67,-0.3,-13.58,Major Decline
1176,30-06-2023,4,2.21,2.25,2.07,-1.78,6.76,Minor Growth
1177,30-09-2024,2,-53.42,-53.28,-52.02,0.26,2.69,Minor Growth
1178,30-09-2024,3,59844533.52,61103170.85,58346734.93,-2.06,2.57,Minor Growth
1179,30-09-2023,4,2.32,2.22,2.3,4.5,0.87,Stable
1180,30-09-2024,3,53695625.16,51353822.01,55003009.06,4.56,-2.38,Minor Decline
1181,31-12-2024,1,1409919.24,1346344.58,1509300.42,4.72,-6.58,Minor Decline
1182,30-09-2023,1,3627351.93,3761205.98,3403187.75,-3.56,6.59,Minor Growth
1183,31-12-2024,3,98815691.14,94244307.95,111296132.4,4.85,-11.21,Major Decline
1184,31-03-2024,4,2.27,2.23,2.08,1.79,9.13,Minor Growth
1185,30-06-2023,5,111.66,112.77,117.22,-0.98,-4.74,Minor Decline
1186,31-03-2023,4,2.27,2.2,2.45,3.18,-7.35,Minor Decline
1187,31-03-2024,3,78639428.35,81695091.53,92089148.78,-3.74,-14.61,Major Decline
1188,30-09-2024,3,80503697.98,77855048.78,71752353.54,3.4,12.2,Strong Growth
1189,30-06-2024,4,2.12,2.06,2.18,2.91,-2.75,Minor Decline
1190,30-09-2024,5,122.51,119.23,129.98,2.75,-5.75,Minor Decline
1191,30-09-2023,5,116.94,122.43,130.81,-4.48,-10.6,Major Decline
1192,30-06-2024,2,267.99,281.81,294.18,-4.9,-8.9,Minor Decline
1193,30-06-2023,1,1555234.03,1524923.33,1763887.23,1.99,-11.83,Major Decline
1194,31-03-2024,5,105.4,101.05,94.8,4.3,11.18,Strong Growth
1195,31-03-2024,3,67922438.66,70748679.35,64475534.8,-3.99,5.35,Minor Growth
1196,31-03-2024,3,94155802.65,89889195.33,105907609.7,4.75,-11.1,Major Decline
1197,30-06-2024,1,3400842.73,3424626.41,3791245.87,-0.69,-10.3,Major Decline
1198,31-12-2024,4,2.31,2.25,2.03,2.67,13.79,Strong Growth
1199,30-06-2025,2,-248.68,-255.35,-226.43,-2.61,9.83,Minor Growth
1200,30-09-2023,1,2581706.22,2587934.22,2498125.04,-0.24,3.35,Minor Growth
1201,31-03-2024,1,2633817.66,2762147.84,2554140.04,-4.65,3.12,Minor Growth
1202,31-12-2024,2,-162.68,-155.39,-153.89,4.69,5.71,Minor Growth
1203,31-03-2023,4,2.34,2.24,2.69,4.46,-13.01,Major Decline
1204,31-03-2023,4,1.65,1.6,1.48,3.12,11.49,Strong Growth
1205,30-06-2023,5,105.1,100.62,106.56,4.45,-1.37,Stable
1206,31-12-2024,2,-22.42,-21.6,-23.93,3.8,-6.31,Minor Decline
1207,31-03-2023,1,3333964.39,3390177.12,3771169.85,-1.66,-11.59,Major Decline
1208,31-03-2024,3,67928928.91,70225060.28,67504069.35,-3.27,0.63,Stable
1209,31-03-2024,3,76489709.13,76972269.4,84786584.15,-0.63,-9.79,Minor Decline
1210,31-03-2023,2,-228.76,-238.18,-258.88,-3.95,-11.63,Major Decline
1211,30-06-2025,3,64743912.89,68138114.88,74531639.28,-4.98,-13.13,Major Decline
1212,30-09-2023,4,1.97,2.03,2.12,-2.96,-7.08,Minor Decline
1213,31-03-2024,2,-88.01,-92.26,-96.08,-4.61,-8.4,Minor Decline
1214,30-06-2024,1,4106750.1,4173146.12,4533597.97,-1.59,-9.42,Minor Decline
1215,31-03-2025,1,1790978.03,1708177.07,2002129.41,4.85,-10.55,Major Decline
1216,31-03-2024,5,123.11,128.5,110.68,-4.19,11.23,Strong Growth
1217,31-03-2023,1,3027665.21,2995106.79,3277476.05,1.09,-7.62,Minor Decline
1218,30-09-2024,4,2.4,2.38,2.28,0.84,5.26,Minor Growth
1219,31-03-2025,4,2.06,2.14,1.87,-3.74,10.16,Strong Growth
1220,30-06-2024,1,1734340.56,1771190.53,1650408.09,-2.08,5.09,Minor Growth
1221,31-03-2025,5,106.87,102.43,120.45,4.33,-11.27,Major Decline
1222,31-03-2025,4,2.17,2.14,2.05,1.4,5.85,Minor Growth
1223,30-06-2025,3,71667340.24,72521019.9,62684775.2,-1.18,14.33,Strong Growth
1224,30-06-2025,2,190.3,190.58,210.35,-0.15,-9.53,Minor Decline
1225,31-12-2023,3,94527679.3,93142194.41,106123589.6,1.49,-10.93,Major Decline
1226,31-12-2024,1,1732417.53,1725374.58,1730505.16,0.41,0.11,Stable
1227,30-09-2024,4,1.91,1.92,2.12,-0.52,-9.91,Minor Decline
1228,30-09-2024,3,62773296.95,62819101.95,72226986.69,-0.07,-13.09,Major Decline
1229,30-06-2023,2,-88.39,-91.03,-97.95,-2.9,-9.76,Minor Decline
1230,30-06-2025,4,1.65,1.71,1.84,-3.51,-10.33,Major Decline
1231,30-06-2025,1,2496531.74,2600159.79,2230814.06,-3.99,11.91,Strong Growth
1232,31-03-2023,2,-1.25,-1.25,-1.37,0,-8.76,Minor Decline
1233,31-03-2024,1,4468620.82,4326649.99,5194416.87,3.28,-13.97,Major Decline
1234,30-06-2023,1,3929617.4,4057732.53,3865127.54,-3.16,1.67,Stable
1235,30-06-2025,5,122.41,117.32,135.21,4.34,-9.47,Minor Decline
1236,31-12-2024,1,4758304.1,4972321.4,4237898.76,-4.3,12.28,Strong Growth
1237,31-12-2023,5,120.45,115.66,125.49,4.14,-4.02,Minor Decline
1238,31-12-2024,1,4763117.17,4616087.04,5021753.78,3.19,-5.15,Minor Decline
1239,30-09-2024,4,1.84,1.87,1.79,-1.6,2.79,Minor Growth
1240,30-09-2023,3,59094963.37,59490576.39,67901974.61,-0.67,-12.97,Major Decline
1241,31-12-2024,2,-85.01,-83.62,-82.79,1.66,2.68,Minor Growth
1242,30-06-2024,3,65826786.04,67464804.19,69428093.91,-2.43,-5.19,Minor Decline
1243,30-06-2025,2,-258.27,-264.69,-243.1,-2.43,6.24,Minor Growth
1244,30-06-2025,3,58937434.24,61149641.47,53394200.06,-3.62,10.38,Strong Growth
1245,30-06-2023,1,1946209.92,1995886.7,1968032.21,-2.49,-1.11,Stable
1246,31-12-2023,4,1.97,2.03,1.94,-2.96,1.55,Stable
1247,30-09-2023,1,3782965.22,3788840.72,3381782.83,-0.16,11.86,Strong Growth
1248,30-09-2023,2,294.96,294.12,258.33,0.29,14.18,Strong Growth
1249,31-03-2024,1,3585954.92,3575654.93,3227660.9,0.29,11.1,Strong Growth
1250,30-06-2025,2,279.9,266.6,259.71,4.99,7.77,Minor Growth
1251,31-03-2025,4,1.99,2.03,1.96,-1.97,1.53,Stable
1252,30-06-2024,5,120.55,126.54,129.58,-4.73,-6.97,Minor Decline
1253,31-03-2025,5,112.09,109.04,108.4,2.8,3.4,Minor Growth
1254,31-03-2024,1,2702826.22,2594065.67,2672245.38,4.19,1.14,Stable
1255,30-09-2024,1,3895648.51,3836009.21,3517348.95,1.55,10.76,Strong Growth
1256,31-12-2024,5,121.25,115.6,125.81,4.89,-3.62,Minor Decline
1257,31-03-2024,3,58243606.88,56768657.26,52357841.39,2.6,11.24,Strong Growth
1258,30-09-2023,3,52718598.56,53614624.08,48270111.11,-1.67,9.22,Minor Growth
1259,31-12-2024,1,3733745.64,3640795.61,3685975.77,2.55,1.3,Stable
1260,31-12-2024,4,1.88,1.82,1.85,3.3,1.62,Stable
1261,30-06-2025,3,75750811.98,74012667.05,83494038.73,2.35,-9.27,Minor Decline
1262,31-03-2024,2,51.6,52.63,60.25,-1.96,-14.36,Major Decline
1263,31-12-2024,3,87443394.24,87665314.46,78006605.33,-0.25,12.1,Strong Growth
1264,31-03-2025,4,2,2.1,2.06,-4.76,-2.91,Minor Decline
1265,31-03-2024,3,58553686.51,56187739.7,59521524.02,4.21,-1.63,Stable
1266,30-09-2024,2,6.42,6.51,6.38,-1.38,0.63,Stable
1267,30-09-2023,3,54139608.34,54363951.49,51609061.44,-0.41,4.9,Minor Growth
1268,30-09-2023,3,68612720.91,69357149.1,62305765.18,-1.07,10.12,Strong Growth
1269,30-06-2024,2,21.98,21.79,23.41,0.87,-6.11,Minor Decline
1270,31-12-2024,1,2931919.16,3068799.7,2994537.7,-4.46,-2.09,Minor Decline
1271,31-12-2024,3,90134781.82,93293152.37,83508908.92,-3.39,7.93,Minor Growth
1272,31-03-2024,4,1.87,1.96,1.65,-4.59,13.33,Strong Growth
1273,30-09-2024,4,1.68,1.71,1.69,-1.75,-0.59,Stable
1274,31-03-2025,5,123.99,122.99,110.55,0.81,12.16,Strong Growth
1275,30-09-2024,2,38.68,39.85,37.95,-2.94,1.92,Stable
1276,30-06-2025,5,107.01,111.27,120.96,-3.83,-11.53,Major Decline
1277,30-06-2025,1,1049010.97,1086913.07,1097413.87,-3.49,-4.41,Minor Decline
1278,30-06-2024,1,1288465.15,1355399.83,1458065.02,-4.94,-11.63,Major Decline
1279,30-06-2023,5,123.72,123.4,126.18,0.26,-1.95,Stable
1280,30-06-2024,4,1.99,1.98,2.26,0.51,-11.95,Major Decline
1281,31-03-2023,3,79237825.75,76675162.59,77821964.55,3.34,1.82,Stable
1282,31-12-2024,3,94152382.79,97686380.93,85767268.46,-3.62,9.78,Minor Growth
1283,31-03-2023,4,2.16,2.14,2.1,0.93,2.86,Minor Growth
1284,30-06-2023,5,107.38,105.88,110.74,1.42,-3.03,Minor Decline
1285,30-09-2023,2,-262.05,-270.01,-266.64,-2.95,-1.72,Stable
1286,30-09-2023,2,295.79,297.86,330.52,-0.69,-10.51,Major Decline
1287,30-06-2025,2,241.03,252.78,271.42,-4.65,-11.2,Major Decline
1288,31-03-2023,5,114.47,119.33,112.06,-4.07,2.15,Minor Growth
1289,30-06-2025,5,108.16,106.55,122.17,1.51,-11.47,Major Decline
1290,31-03-2023,5,121.2,118.43,107.48,2.34,12.77,Strong Growth
1291,31-03-2024,3,53420894.36,53127117.49,50271104.22,0.55,6.27,Minor Growth
1292,31-12-2023,2,241.6,242.03,212.79,-0.18,13.54,Strong Growth
1293,31-03-2025,5,107.45,108.17,116.04,-0.67,-7.4,Minor Decline
1294,30-06-2023,1,1621552.58,1656880.24,1545196.06,-2.13,4.94,Minor Growth
1295,30-06-2023,3,74160123.63,76599442.12,86281267.93,-3.18,-14.05,Major Decline
1296,31-03-2023,3,96174988.03,97996387.63,108271571.9,-1.86,-11.17,Major Decline
1297,31-12-2024,4,1.65,1.69,1.79,-2.37,-7.82,Minor Decline
1298,30-09-2024,3,63977507.51,65783190.41,65336906.44,-2.74,-2.08,Minor Decline
1299,30-09-2023,4,2.27,2.38,2.5,-4.62,-9.2,Minor Decline
1300,30-06-2023,1,3847943.99,3987969.45,3588165.03,-3.51,7.24,Minor Growth
1301,30-06-2023,1,3059238.26,2946784.57,3586244.01,3.82,-14.7,Major Decline
1302,31-03-2025,1,4137426.18,4107763.65,4176418.97,0.72,-0.93,Stable
1303,31-03-2025,3,57285983.39,58851049.23,52758803.87,-2.66,8.58,Minor Growth
1304,31-03-2024,5,107.98,107.69,118.36,0.27,-8.77,Minor Decline
1305,31-12-2023,3,74463591.25,76335800.27,77945128.93,-2.45,-4.47,Minor Decline
1306,30-06-2025,1,4209776.82,4414097.76,3734424.15,-4.63,12.73,Strong Growth
1307,31-03-2024,3,65969094.46,65341541.75,71977304.52,0.96,-8.35,Minor Decline
1308,31-12-2024,5,112.17,112.62,106.16,-0.4,5.66,Minor Growth
1309,31-03-2024,2,223.85,215.94,235.36,3.66,-4.89,Minor Decline
1310,31-12-2024,5,106.77,102.42,124.27,4.25,-14.08,Major Decline
1311,31-12-2024,3,94053231.28,98735023.18,82287286.12,-4.74,14.3,Strong Growth
1312,31-12-2023,3,50557365.37,53123221.15,50425583.58,-4.83,0.26,Stable
1313,30-09-2023,2,100.06,101.56,96.98,-1.48,3.18,Minor Growth
1314,30-09-2023,1,4383428.27,4257580.86,3930537.45,2.96,11.52,Strong Growth
1315,31-03-2024,1,1636649.87,1682993.36,1594687.28,-2.75,2.63,Minor Growth
1316,31-03-2025,1,3894677.57,4053846.63,4314524.7,-3.93,-9.73,Minor Decline
1317,30-09-2023,1,4691723.66,4925260.67,4834147.64,-4.74,-2.95,Minor Decline
1318,30-06-2024,3,60542790.76,58926310.32,54588511.16,2.74,10.91,Strong Growth
1319,30-06-2025,1,1987961.2,1970251.98,1802382.84,0.9,10.3,Strong Growth
1320,31-12-2024,1,3394022.64,3360184.47,3485126.77,1.01,-2.61,Minor Decline
1321,31-12-2023,5,118.06,112.86,125.61,4.61,-6.01,Minor Decline
1322,30-06-2023,4,1.7,1.63,1.96,4.29,-13.27,Major Decline
1323,30-06-2024,1,4359638.21,4188015.09,4760320.92,4.1,-8.42,Minor Decline
1324,31-03-2023,2,-44.57,-46.32,-46.42,-3.78,-3.99,Minor Decline
1325,31-12-2024,4,1.96,1.96,2.21,0,-11.31,Major Decline
1326,31-12-2023,2,-57.83,-57.12,-57.83,1.24,0,Stable
1327,30-09-2023,5,121.83,116.57,111.25,4.51,9.51,Minor Growth
1328,31-03-2025,4,1.55,1.6,1.77,-3.13,-12.43,Major Decline
1329,31-03-2024,5,113.68,111.19,132.23,2.24,-14.03,Major Decline
1330,31-03-2023,1,2068197.16,2155742.01,2125517.26,-4.06,-2.7,Minor Decline
1331,30-06-2023,1,4701327.88,4742667.83,4518681.15,-0.87,4.04,Minor Growth
1332,31-03-2024,4,1.89,1.85,1.76,2.16,7.39,Minor Growth
1333,30-06-2024,5,107.76,106.13,111.56,1.54,-3.41,Minor Decline
1334,31-03-2023,4,2.36,2.44,2.11,-3.28,11.85,Strong Growth
1335,30-06-2024,1,3046088.81,3122425.9,3205064.3,-2.44,-4.96,Minor Decline
1336,30-09-2023,4,1.51,1.44,1.65,4.86,-8.48,Minor Decline
1337,31-03-2025,1,4638946.84,4480791.15,4858943.43,3.53,-4.53,Minor Decline
1338,30-06-2023,5,109.22,110.03,96.65,-0.74,13.01,Strong Growth
1339,31-12-2024,3,92755981.33,92861674.28,91505598.04,-0.11,1.37,Stable
1340,30-09-2024,1,2634585.3,2522400.05,2297585.93,4.45,14.67,Strong Growth
1341,30-09-2024,3,64457668.84,61683627.45,56784559.74,4.5,13.51,Strong Growth
1342,31-03-2023,4,1.97,1.99,1.77,-1.01,11.3,Strong Growth
1343,30-09-2024,3,97152911.73,98110673.22,97380726.55,-0.98,-0.23,Stable
1344,31-12-2024,4,1.83,1.88,1.59,-2.66,15.09,Strong Growth
1345,30-09-2024,4,1.69,1.64,1.73,3.05,-2.31,Minor Decline
1346,31-03-2023,2,-249.8,-254.25,-285.51,-1.75,-12.51,Major Decline
